"Emails Queued","อีเมลในคิว",""
"Emails are already being pulled from this account.","กำลังดึงอีเมลจากบัญชีนี้อยู่แล้ว",""
"Emails are muted","อีเมลถูกปิดเสียง",""
"Emails will be sent with next possible workflow actions","อีเมลจะถูกส่งพร้อมกับการดำเนินการเวิร์กโฟลว์ถัดไปที่เป็นไปได้",""
"Embed code copied","คัดลอกรหัสฝังแล้ว",""
"Emergency Contact","ผู้ติดต่อฉุกเฉิน",""
"Emergency Contact Name","ชื่อผู้ติดต่อฉุกเฉิน",""
"Emergency Phone","โทรศัพท์ฉุกเฉิน",""
"Employee","พนักงาน",""
"Employee Advance","เงินล่วงหน้าพนักงาน",""
"Employee Detail","รายละเอียดพนักงาน",""
"Employee Education","การศึกษาของพนักงาน",""
"Employee External Work History","ประวัติการทำงานภายนอกของพนักงาน",""
"Employee Group","กลุ่มพนักงาน",""
"Employee Group Table","ตารางกลุ่มพนักงาน",""
"Employee ID","รหัสพนักงาน",""
"Employee Internal Work History","ประวัติการทำงานภายในของพนักงาน",""
"Employee Name","ชื่อพนักงาน",""
"Employee Number","หมายเลขพนักงาน",""
"Employee User Id","รหัสผู้ใช้พนักงาน",""
"Employee cannot report to himself.","พนักงานไม่สามารถรายงานต่อตัวเองได้",""
"Employee is required while issuing Asset {0}","จำเป็นต้องมีพนักงานในขณะที่ออกสินทรัพย์ {0}",""
"Employee {0} does not belongs to the company {1}","พนักงาน {0} ไม่ได้เป็นของบริษัท {1}",""
"Employee {0} is currently working on another workstation. Please assign another employee.","พนักงาน {0} กำลังทำงานอยู่ที่สถานีงานอื่น โปรดกำหนดพนักงานคนอื่น",""
"Employees","พนักงาน",""
"Empty","ว่างเปล่า",""
"Empty column","คอลัมน์ว่างเปล่า",""
"Enable","เปิดใช้งาน",""
"Enable Address Autocompletion","เปิดใช้งานการเติมที่อยู่อัตโนมัติ",""
"Enable Allow Auto Repeat for the doctype {0} in Customize Form","เปิดใช้งานอนุญาตการทำซ้ำอัตโนมัติสำหรับ doctype {0} ในการปรับแต่งฟอร์ม",""
"Enable Allow Partial Reservation in the Stock Settings to reserve partial stock.","เปิดใช้งานอนุญาตการจองบางส่วนในการตั้งค่าสต็อกเพื่อจองสต็อกบางส่วน",""
"Enable Appointment Scheduling","เปิดใช้งานการจัดตารางนัดหมาย",""
"Enable Auto Email","เปิดใช้งานอีเมลอัตโนมัติ",""
"Enable Auto Re-Order","เปิดใช้งานการสั่งซื้อใหม่อัตโนมัติ",""
"Enable Auto Reply","เปิดใช้งานการตอบกลับอัตโนมัติ",""
"Enable Automatic Backup","เปิดใช้งานการสำรองข้อมูลอัตโนมัติ",""
"Enable Automatic Linking in Documents","เปิดใช้งานการเชื่อมโยงอัตโนมัติในเอกสาร",""
"Enable Automatic Party Matching","เปิดใช้งานการจับคู่ฝ่ายอัตโนมัติ",""
"Enable Capital Work in Progress Accounting","เปิดใช้งานการบัญชีงานทุนระหว่างดำเนินการ",""
"Enable Comments","เปิดใช้งานความคิดเห็น",""
"Enable Common Party Accounting","เปิดใช้งานการบัญชีฝ่ายทั่วไป",""
"Enable Cut-Off Date on Bulk Delivery Note Creation","เปิดใช้งานวันที่ตัดยอดในการสร้างใบส่งของจำนวนมาก",""
"Enable Deferred Expense","เปิดใช้งานค่าใช้จ่ายรอตัดบัญชี",""
"Enable Deferred Revenue","เปิดใช้งานรายได้รอตัดบัญชี",""
"Enable Discount Accounting for Selling","เปิดใช้งานการบัญชีส่วนลดสำหรับการขาย",""
"Enable Email Notification","เปิดใช้งานการแจ้งเตือนทางอีเมล",""
"Enable Email Notifications","เปิดใช้งานการแจ้งเตือนทางอีเมล",""
"Enable European Access","เปิดใช้งานการเข้าถึงในยุโรป",""
"Enable Fuzzy Matching","เปิดใช้งานการจับคู่แบบคลุมเครือ",""
"Enable Google API in Google Settings.","เปิดใช้งาน Google API ในการตั้งค่า Google",""
"Enable Google indexing","เปิดใช้งานการจัดทำดัชนีของ Google",""
"Enable Health Monitor","เปิดใช้งานตัวตรวจสอบสุขภาพ",""
"Enable Immutable Ledger","เปิดใช้งานบัญชีแยกประเภทที่ไม่เปลี่ยนแปลง",""
"Enable Incoming","เปิดใช้งานขาเข้า",""
"Enable Onboarding","เปิดใช้งานการเริ่มต้นใช้งาน",""
"Enable Outgoing","เปิดใช้งานขาออก",""
"Enable Password Policy","เปิดใช้งานนโยบายรหัสผ่าน",""
"Enable Perpetual Inventory","เปิดใช้งานสินค้าคงคลังถาวร",""
"Enable Prepared Report","เปิดใช้งานรายงานที่เตรียมไว้",""
"Enable Print Server","เปิดใช้งานเซิร์ฟเวอร์การพิมพ์",""
"Enable Provisional Accounting For Non Stock Items","เปิดใช้งานการบัญชีชั่วคราวสำหรับรายการที่ไม่ใช่สต็อก",""
"Enable Push Notification Relay","เปิดใช้งานการส่งต่อการแจ้งเตือนแบบพุช",""
"Enable Rate Limit","เปิดใช้งานการจำกัดอัตรา",""
"Enable Raw Printing","เปิดใช้งานการพิมพ์แบบดิบ",""
"Enable Report","เปิดใช้งานรายงาน",""
"Enable Scheduled Jobs","เปิดใช้งานงานที่กำหนดเวลาไว้",""
"Enable Scheduler","เปิดใช้งานตัวจัดตารางเวลา",""
"Enable Security","เปิดใช้งานความปลอดภัย",""
"Enable Social Login","เปิดใช้งานการเข้าสู่ระบบโซเชียล",""
"Enable Social Sharing","เปิดใช้งานการแชร์โซเชียล",""
"Enable Stock Reservation","เปิดใช้งานการจองสต็อก",""
"Enable Tracking Page Views","เปิดใช้งานการติดตามการดูหน้า",""
"Enable Two Factor Auth","เปิดใช้งานการยืนยันตัวตนสองขั้นตอน",""
"Enable YouTube Tracking","เปิดใช้งานการติดตาม YouTube",""
"Enable developer mode to create a standard Print Template","เปิดใช้งานโหมดนักพัฒนาเพื่อสร้างแม่แบบการพิมพ์มาตรฐาน",""
"Enable developer mode to create a standard Web Template","เปิดใช้งานโหมดนักพัฒนาเพื่อสร้างแม่แบบเว็บมาตรฐาน",""
"Enable email notification for any comment or likes received on your Blog Post.","เปิดใช้งานการแจ้งเตือนทางอีเมลสำหรับความคิดเห็นหรือการถูกใจที่ได้รับในโพสต์บล็อกของคุณ",""
"Enable if on click|||opens modal.","เปิดใช้งานหากคลิก|||เปิดหน้าต่างโมดัล",""
"Enable in-app website tracking","เปิดใช้งานการติดตามเว็บไซต์ในแอป",""
"Enable it if users want to consider rejected materials to dispatch.","เปิดใช้งานหากผู้ใช้ต้องการพิจารณาวัสดุที่ถูกปฏิเสธสำหรับการจัดส่ง",""
"Enable this checkbox even if you want to set the zero priority","เปิดใช้งานช่องทำเครื่องหมายนี้แม้ว่าคุณต้องการตั้งค่าลำดับความสำคัญเป็นศูนย์",""
"Enable this option to calculate daily depreciation by considering the total number of days in the entire depreciation period, (including leap years) while using daily pro-rata based depreciation","เปิดใช้งานตัวเลือกนี้เพื่อคำนวณค่าเสื่อมรายวันโดยพิจารณาจำนวนวันทั้งหมดในช่วงค่าเสื่อมทั้งหมด (รวมถึงปีอธิกสุรทิน) ในขณะที่ใช้ค่าเสื่อมตามสัดส่วนรายวัน",""
"Enable to apply SLA on every {0}","เปิดใช้งานเพื่อใช้ SLA ในทุก {0}",""
"Enabled","เปิดใช้งานแล้ว",""
"Enabled Scheduler","เปิดใช้งานตัวจัดตารางเวลาแล้ว",""
"Enabled email inbox for user {0}","เปิดใช้งานกล่องจดหมายอีเมลสำหรับผู้ใช้ {0}",""
"Enables Calendar and Gantt views.","เปิดใช้งานมุมมองปฏิทินและ Gantt",""
"Enabling auto reply on an incoming email account will send automated replies to all the synchronized emails. Do you wish to continue?","การเปิดใช้งานการตอบกลับอัตโนมัติในบัญชีอีเมลขาเข้าจะส่งการตอบกลับอัตโนมัติไปยังอีเมลที่ซิงค์ทั้งหมด คุณต้องการดำเนินการต่อหรือไม่?",""
"Enabling the check box will fetch timesheet on select of a Project in Sales Invoice","การเปิดใช้งานช่องทำเครื่องหมายจะดึงตารางเวลางานเมื่อเลือกโครงการในใบแจ้งหนี้ขาย",""
"Enabling this checkbox will force each Job Card Time Log to have From Time and To Time","การเปิดใช้งานช่องทำเครื่องหมายนี้จะบังคับให้แต่ละบันทึกเวลาในบัตรงานมีเวลาเริ่มต้นและเวลาสิ้นสุด",""
"Enabling this ensures each Purchase Invoice has a unique value in Supplier Invoice No. field within a particular fiscal year","การเปิดใช้งานนี้ทำให้มั่นใจว่าใบแจ้งหนี้ซื้อแต่ละใบมีค่าที่ไม่ซ้ำกันในฟิลด์หมายเลขใบแจ้งหนี้ของผู้จัดจำหน่ายภายในปีงบประมาณที่กำหนด",""
"Enabling this option will allow you to record - <br><br> 1. Advances Received in a <b>Liability Account</b> instead of the <b>Asset Account</b><br><br>2. Advances Paid in an <b>Asset Account</b> instead of the <b> Liability Account</b>","การเปิดใช้งานตัวเลือกนี้จะช่วยให้คุณบันทึก - <br><br> 1. เงินล่วงหน้าที่ได้รับใน <b>บัญชีหนี้สิน</b> แทนที่จะเป็น <b>บัญชีสินทรัพย์</b><br><br>2. เงินล่วงหน้าที่จ่ายใน <b>บัญชีสินทรัพย์</b> แทนที่จะเป็น <b>บัญชีหนี้สิน</b>",""
"Enabling this will allow creation of multi-currency invoices against single party account in company currency","การเปิดใช้งานนี้จะอนุญาตให้สร้างใบแจ้งหนี้หลายสกุลเงินกับบัญชีฝ่ายเดียวในสกุลเงินของบริษัท",""
"Enabling this will change the way how cancelled transactions are handled.","การเปิดใช้งานนี้จะเปลี่ยนวิธีการจัดการธุรกรรมที่ถูกยกเลิก",""
"Enabling this will register your site on a central relay server to send push notifications for all installed apps through Firebase Cloud Messaging. This server only stores user tokens and error logs, and no messages are saved.","การเปิดใช้งานนี้จะลงทะเบียนไซต์ของคุณบนเซิร์ฟเวอร์รีเลย์กลางเพื่อส่งการแจ้งเตือนแบบพุชสำหรับแอปที่ติดตั้งทั้งหมดผ่าน Firebase Cloud Messaging เซิร์ฟเวอร์นี้จะจัดเก็บเฉพาะโทเค็นของผู้ใช้และบันทึกข้อผิดพลาด และไม่มีการบันทึกข้อความ",""
"Enabling this will submit documents in background","การเปิดใช้งานนี้จะส่งเอกสารในพื้นหลัง",""
"End Year","ปีสิ้นสุด",""
"End Year cannot be before Start Year","ปีสิ้นสุดไม่สามารถอยู่ก่อนปีเริ่มต้นได้",""
"End date cannot be before start date","วันที่สิ้นสุดไม่สามารถอยู่ก่อนวันที่เริ่มต้นได้",""
"End date of current invoice's period","วันที่สิ้นสุดของรอบใบแจ้งหนี้ปัจจุบัน",""
"End of Life","สิ้นสุดอายุการใช้งาน",""
"End of the current subscription period","สิ้นสุดรอบการสมัครสมาชิกปัจจุบัน",""
"Ended At","สิ้นสุดที่",""
"Endpoint URL","URL ปลายทาง",""
"Endpoints","ปลายทาง",""
"Ends on","สิ้นสุดในวันที่",""
"Energy Point","คะแนนพลังงาน",""
"Enforce Time Logs","บังคับบันทึกเวลา",""
"Enough Parts to Build","มีชิ้นส่วนเพียงพอสำหรับการสร้าง",""
"Enqueued By","จัดคิวโดย",""
"Enqueued creation of indexes","จัดคิวการสร้างดัชนี",""
"Ensure Delivery Based on Produced Serial No","ตรวจสอบการจัดส่งตามหมายเลขซีเรียลที่ผลิต",""
"Ensure the user and group search paths are correct.","ตรวจสอบให้แน่ใจว่าเส้นทางการค้นหาผู้ใช้และกลุ่มถูกต้อง",""
"Enter API key in Google Settings.","ป้อนคีย์ API ในการตั้งค่า Google",""
"Enter Client Id and Client Secret in Google Settings.","ป้อน Client Id และ Client Secret ในการตั้งค่า Google",""
"Enter Code displayed in OTP App.","ป้อนรหัสที่แสดงในแอป OTP",""
"Enter Details","ป้อนรายละเอียด",""
"Enter Email Recipient(s)","ป้อนผู้รับอีเมล",""
"Enter First and Last name of Employee, based on Which Full Name will be updated. IN transactions, it will be Full Name which will be fetched.","ป้อนชื่อและนามสกุลของพนักงาน ซึ่งจะใช้ในการอัปเดตชื่อเต็ม ในธุรกรรมจะดึงชื่อเต็มมาใช้",""
"Enter Form Type","ป้อนประเภทฟอร์ม",""
"Enter Manually","ป้อนด้วยตนเอง",""
"Enter Serial Nos","ป้อนหมายเลขซีเรียล",""
"Enter Supplier","ป้อนผู้จัดจำหน่าย",""
"Enter Value","ป้อนค่า",""
"Enter Visit Details","ป้อนรายละเอียดการเยี่ยมชม",""
"Enter Zip Code","ป้อนรหัสไปรษณีย์",""
"Enter a name for Routing.","ป้อนชื่อสำหรับการกำหนดเส้นทาง",""
"Enter a name for the Operation, for example, Cutting.","ป้อนชื่อสำหรับการดำเนินการ เช่น การตัด",""
"Enter a name for this Holiday List.","ป้อนชื่อสำหรับรายการวันหยุดนี้",""
"Enter a name for this {0}","ป้อนชื่อสำหรับ {0} นี้",""
"Enter amount to be redeemed.","ป้อนจำนวนเงินที่จะแลก",""
"Enter an Item Code, the name will be auto-filled the same as Item Code on clicking inside the Item Name field.","ป้อนรหัสสินค้า ชื่อจะถูกเติมอัตโนมัติเหมือนกับรหัสสินค้าเมื่อคลิกในฟิลด์ชื่อสินค้า",""
"Enter customer's email","ป้อนอีเมลของลูกค้า",""
"Enter customer's phone number","ป้อนหมายเลขโทรศัพท์ของลูกค้า",""
"Enter date to scrap asset","ป้อนวันที่เพื่อทิ้งสินทรัพย์",""
"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set \"match\" permission rules. To see list of fields, go to \"Customize Form\".","ป้อนฟิลด์ค่าเริ่มต้น (คีย์) และค่า หากคุณเพิ่มค่าหลายค่าในฟิลด์ ค่าที่หนึ่งจะถูกเลือก ค่าเริ่มต้นเหล่านี้ยังใช้ในการตั้งค่ากฎสิทธิ์ \"จับคู่\" เพื่อดูรายการฟิลด์ ไปที่ \"ปรับแต่งฟอร์ม\"",""
"Enter depreciation details","ป้อนรายละเอียดค่าเสื่อมราคา",""
"Enter discount amount.","ป้อนจำนวนส่วนลด",""
"Enter discount percentage.","ป้อนเปอร์เซ็นต์ส่วนลด",""
"Enter each serial no in a new line","ป้อนหมายเลขซีเรียลแต่ละหมายเลขในบรรทัดใหม่",""
"Enter folder name","ป้อนชื่อโฟลเดอร์",""
"Enter static url parameters here (Eg. sender=ERPNext, username=ERPNext, password=1234 etc.)","ป้อนพารามิเตอร์ URL แบบคงที่ที่นี่ (เช่น sender=ERPNext, username=ERPNext, password=1234 เป็นต้น)",""
"Enter the Bank Guarantee Number before submitting.","ป้อนหมายเลขหนังสือค้ำประกันก่อนส่ง",""
"Enter the Operation, the table will fetch the Operation details like Hourly Rate, Workstation automatically.|||||| After that, set the Operation Time in minutes and the table will calculate the Operation Costs based on the Hourly Rate and Operation Time.","ป้อนการดำเนินการ ตารางจะดึงรายละเอียดการดำเนินการ เช่น อัตรารายชั่วโมง สถานีงานโดยอัตโนมัติ หลังจากนั้น ตั้งค่าเวลาการดำเนินการเป็นนาที และตารางจะคำนวณต้นทุนการดำเนินการตามอัตรารายชั่วโมงและเวลาการดำเนินการ",""
"Enter the Operation, the table will fetch the Operation details like Hourly Rate, Workstation automatically.|||||||| After that, set the Operation Time in minutes and the table will calculate the Operation Costs based on the Hourly Rate and Operation Time.","ป้อนการดำเนินการ ตารางจะดึงรายละเอียดการดำเนินการ เช่น อัตรารายชั่วโมง สถานีงานโดยอัตโนมัติ หลังจากนั้น ตั้งค่าเวลาการดำเนินการเป็นนาที และตารางจะคำนวณต้นทุนการดำเนินการตามอัตรารายชั่วโมงและเวลาการดำเนินการ",""
"Enter the name of the Beneficiary before submitting.","ป้อนชื่อผู้รับผลประโยชน์ก่อนส่ง",""
"Enter the name of the bank or lending institution before submitting.","ป้อนชื่อธนาคารหรือสถาบันการเงินก่อนส่ง",""
"Enter the opening stock units.","ป้อนหน่วยสต็อกเริ่มต้น",""
"Enter the quantity of the Item that will be manufactured from this Bill of Materials.","ป้อนปริมาณของสินค้าที่จะผลิตจากใบรายการวัสดุนี้",""
"Enter the quantity to manufacture. Raw material Items will be fetched only when this is set.","ป้อนปริมาณที่จะผลิต รายการวัตถุดิบจะถูกดึงมาเฉพาะเมื่อมีการตั้งค่านี้",""
"Enter url parameter for message","ป้อนพารามิเตอร์ URL สำหรับข้อความ",""
"Enter url parameter for receiver nos","ป้อนพารามิเตอร์ URL สำหรับหมายเลขผู้รับ",""
"Enter your password","ป้อนรหัสผ่านของคุณ",""
"Enter {0} amount.","ป้อนจำนวนเงิน {0}",""
"Entity","เอนทิตี",""
"Entity Name","ชื่อเอนทิตี",""
"Entity Type","ประเภทเอนทิตี",""
"Entry Type","ประเภทการป้อนข้อมูล",""
"Equals","เท่ากับ",""
"Equity/Liability Account","บัญชีทุน/หนี้สิน",""
"Error","ข้อผิดพลาด",""
"Error Description","คำอธิบายข้อผิดพลาด",""
"Error Log","บันทึกข้อผิดพลาด",""
"Error Message","ข้อความข้อผิดพลาด",""
"Error Occurred","เกิดข้อผิดพลาด",""
"Error connecting via IMAP/POP3: {e}","ข้อผิดพลาดในการเชื่อมต่อผ่าน IMAP/POP3: {e}",""
"Error connecting via SMTP: {e}","ข้อผิดพลาดในการเชื่อมต่อผ่าน SMTP: {e}",""
"Error during caller information update","ข้อผิดพลาดระหว่างการอัปเดตข้อมูลผู้โทร",""
"Error evaluating the criteria formula","ข้อผิดพลาดในการประเมินสูตรเกณฑ์",""
"Error has occurred in {0}","เกิดข้อผิดพลาดใน {0}",""
"Error in Client Script","ข้อผิดพลาดใน Client Script",""
"Error in Client Script.","ข้อผิดพลาดใน Client Script.",""
"Error in Header/Footer Script","ข้อผิดพลาดในสคริปต์ส่วนหัว/ส่วนท้าย",""
"Error in Notification","ข้อผิดพลาดในการแจ้งเตือน",""
"Error in party matching for Bank Transaction {0}","ข้อผิดพลาดในการจับคู่ฝ่ายสำหรับธุรกรรมธนาคาร {0}",""
"Error in print format on line {0}: {1}","ข้อผิดพลาดในรูปแบบการพิมพ์ในบรรทัด {0}: {1}",""
"Error while connecting to email account {0}","ข้อผิดพลาดขณะเชื่อมต่อกับบัญชีอีเมล {0}",""
"Error while evaluating Notification {0}. Please fix your template.","ข้อผิดพลาดขณะประเมินการแจ้งเตือน {0} โปรดแก้ไขแม่แบบของคุณ",""
"Error while posting depreciation entries","ข้อผิดพลาดขณะโพสต์รายการค่าเสื่อมราคา",""
"Error while processing deferred accounting for {0}","ข้อผิดพลาดขณะประมวลผลการบัญชีรอตัดบัญชีสำหรับ {0}",""
"Error while reposting item valuation","ข้อผิดพลาดขณะโพสต์การประเมินมูลค่าสินค้าใหม่",""
"Error: Data missing in table {0}","ข้อผิดพลาด: ข้อมูลหายไปในตาราง {0}",""
"Error: Not a valid id?","ข้อผิดพลาด: ไม่ใช่รหัสที่ถูกต้อง?",""
"Error: Value missing for {0}: {1}","ข้อผิดพลาด: ค่าหายไปสำหรับ {0}: {1}",""
"Error: {0} Row #{1}: Value missing for: {2}","ข้อผิดพลาด: {0} แถว #{1}: ค่าหายไปสำหรับ: {2}",""
"Error: {0} is mandatory field","ข้อผิดพลาด: {0} เป็นฟิลด์บังคับ",""
"Errors","ข้อผิดพลาด",""
"Errors Notification","การแจ้งเตือนข้อผิดพลาด",""
"Estimated Arrival","การมาถึงโดยประมาณ",""
"Estimated Cost","ต้นทุนโดยประมาณ",""
"Estimated Time and Cost","เวลาและต้นทุนโดยประมาณ",""
"Evaluation Period","ช่วงการประเมิน",""
"Even if there are multiple Pricing Rules with highest priority, then following internal priorities are applied:","แม้ว่าจะมีหลายกฎการตั้งราคาที่มีลำดับความสำคัญสูงสุด แต่จะใช้ลำดับความสำคัญภายในดังต่อไปนี้:",""
"Even invoices with apply tax withholding unchecked will be considered for checking cumulative threshold breach","แม้ว่าใบแจ้งหนี้ที่ไม่ได้เลือกใช้การหักภาษี ณ ที่จ่ายจะถูกพิจารณาเพื่อตรวจสอบการละเมิดเกณฑ์สะสม",""
"Event","เหตุการณ์",""
"Event Category","หมวดหมู่เหตุการณ์",""
"Event Frequency","ความถี่ของเหตุการณ์",""
"Event Participants","ผู้เข้าร่วมเหตุการณ์",""
"Event Reminders","การเตือนเหตุการณ์",""
"Event Synced with Google Calendar.","เหตุการณ์ซิงค์กับ Google Calendar แล้ว",""
"Event Type","ประเภทเหตุการณ์",""
"Events","เหตุการณ์",""
"Events in Today's Calendar","เหตุการณ์ในปฏิทินวันนี้",""
"Everyone","ทุกคน",""
"Exact Copies","สำเนาที่เหมือนกัน",""
"Example","ตัวอย่าง",""
"Example URL","ตัวอย่าง URL",""
"Example of a linked document: {0}","ตัวอย่างของเอกสารที่เชื่อมโยง: {0}",""
"Example: \"/desk\"","ตัวอย่าง: \"/desk\"",""
"Example: #Tree/Account","ตัวอย่าง: #Tree/Account",""
"Example: 00001","ตัวอย่าง: 00001",""
"Example: ABCD.#####|||If series is set and Serial No is not mentioned in transactions, then automatic serial number will be created based on this series. If you always want to explicitly mention Serial Nos for this item. leave this blank.","ตัวอย่าง: ABCD.#####|||หากตั้งค่าซีรีส์และไม่ได้ระบุหมายเลขซีเรียลในธุรกรรม หมายเลขซีเรียลจะถูกสร้างโดยอัตโนมัติตามซีรีส์นี้ หากคุณต้องการระบุหมายเลขซีเรียลสำหรับรายการนี้โดยชัดเจน ให้เว้นว่างไว้",""
"Example: ABCD.#####. If series is set and Batch No is not mentioned in transactions, then automatic batch number will be created based on this series. If you always want to explicitly mention Batch No for this item, leave this blank. Note: this setting will take priority over the Naming Series Prefix in Stock Settings.","ตัวอย่าง: ABCD.#####. หากตั้งค่าซีรีส์และไม่ได้ระบุหมายเลขแบทช์ในธุรกรรม หมายเลขแบทช์จะถูกสร้างโดยอัตโนมัติตามซีรีส์นี้ หากคุณต้องการระบุหมายเลขแบทช์สำหรับรายการนี้โดยชัดเจน ให้เว้นว่างไว้ หมายเหตุ: การตั้งค่านี้จะมีลำดับความสำคัญเหนือคำนำหน้าซีรีส์การตั้งชื่อในการตั้งค่าสต็อก",""
"Example: Serial No {0} reserved in {1}.","ตัวอย่าง: หมายเลขซีเรียล {0} ถูกจองใน {1}",""
"Example: Setting this to 24:00 will log out a user if they are not active for 24:00 hours.","ตัวอย่าง: การตั้งค่านี้เป็น 24:00 จะออกจากระบบผู้ใช้หากพวกเขาไม่ใช้งานเป็นเวลา 24:00 ชั่วโมง",""
"Example: {{ subject }}","ตัวอย่าง: {{ subject }}",""
"Excel","เอ็กเซล",""
"Excellent","ยอดเยี่ยม",""
"Exception","ข้อยกเว้น",""
"Exception Budget Approver Role","บทบาทผู้อนุมัติงบประมาณข้อยกเว้น",""
"Excess Materials Consumed","วัสดุที่ใช้เกิน",""
"Excess Transfer","การโอนเกิน",""
"Excessive machine set up time","เวลาตั้งค่าเครื่องจักรที่มากเกินไป",""
"Exchange Gain / Loss","กำไร/ขาดทุนจากอัตราแลกเปลี่ยน",""
"Exchange Gain / Loss Account","บัญชีกำไร/ขาดทุนจากอัตราแลกเปลี่ยน",""
"Exchange Gain Or Loss","กำไรหรือขาดทุนจากอัตราแลกเปลี่ยน",""
"Exchange Gain/Loss amount has been booked through {0}","จำนวนกำไร/ขาดทุนจากอัตราแลกเปลี่ยนถูกบันทึกผ่าน {0}",""
"Exchange Rate","อัตราแลกเปลี่ยน",""
"Exchange Rate Revaluation","การประเมินค่าอัตราแลกเปลี่ยนใหม่",""
"Exchange Rate Revaluation Account","บัญชีการประเมินค่าอัตราแลกเปลี่ยนใหม่",""
"Exchange Rate Revaluation Settings","การตั้งค่าการประเมินค่าอัตราแลกเปลี่ยนใหม่",""
"Exchange Rate must be same as {0} {1} ({2})","อัตราแลกเปลี่ยนต้องเหมือนกับ {0} {1} ({2})",""
"Excise Entry","รายการภาษีสรรพสามิต",""
"Excise Invoice","ใบแจ้งหนี้ภาษีสรรพสามิต",""
"Excise Page Number","หมายเลขหน้าภาษีสรรพสามิต",""
"Excluded","ไม่รวม",""
"Excluded DocTypes","DocTypes ที่ไม่รวม",""
"Execute","ดำเนินการ",""
"Execute Console script","ดำเนินการสคริปต์คอนโซล",""
"Executing Code","กำลังดำเนินการโค้ด",""
"Executing...","กำลังดำเนินการ...",""
"Execution","การดำเนินการ",""
"Execution Time: {0} sec","เวลาการดำเนินการ: {0} วินาที",""
"Executive","ผู้บริหาร",""
"Exempt Supplies","การจัดหาที่ได้รับการยกเว้น",""
"Existing Company","บริษัทที่มีอยู่",""
"Existing Role","บทบาทที่มีอยู่",""
"Exit","ออก",""
"Exit Interview Held On","การสัมภาษณ์ออกจัดขึ้นเมื่อ",""
"Expand","ขยาย",""
"Expand All","ขยายทั้งหมด",""
"Expected","คาดหวัง",""
"Expected Amount","จำนวนเงินที่คาดหวัง",""
"Expected Arrival Date","วันที่มาถึงที่คาดหวัง",""
"Expected Balance Qty","ปริมาณคงเหลือที่คาดหวัง",""
"Expected Closing Date","วันที่ปิดที่คาดหวัง",""
"Expected Delivery Date","วันที่ส่งมอบที่คาดหวัง",""
"Expected Delivery Date should be after Sales Order Date","วันที่ส่งมอบที่คาดหวังควรอยู่หลังวันที่คำสั่งขาย",""
"Expected End Date","วันที่สิ้นสุดที่คาดหวัง",""
"Expected End Date should be less than or equal to parent task's Expected End Date {0}.","วันที่สิ้นสุดที่คาดหวังควรน้อยกว่าหรือเท่ากับวันที่สิ้นสุดที่คาดหวังของงานหลัก {0}",""
"Expected Hrs","ชั่วโมงที่คาดหวัง",""
"Expected Start Date","วันที่เริ่มต้นที่คาดหวัง",""
"Expected Stock Value","มูลค่าสต็อกที่คาดหวัง",""
"Expected Time (in hours)","เวลาที่คาดหวัง (เป็นชั่วโมง)",""
"Expected Time Required (In Mins)","เวลาที่ต้องการที่คาดหวัง (เป็นนาที)",""
"Expected Value After Useful Life","มูลค่าที่คาดหวังหลังจากอายุการใช้งาน",""
"Expense","ค่าใช้จ่าย",""
"Expense / Difference account ({0}) must be a 'Profit or Loss' account","บัญชีค่าใช้จ่าย/ความแตกต่าง ({0}) ต้องเป็นบัญชี 'กำไรหรือขาดทุน'",""
"Expense Account","บัญชีค่าใช้จ่าย",""
"Expense Account Missing","บัญชีค่าใช้จ่ายหายไป",""
"Expense Claim","การเรียกร้องค่าใช้จ่าย",""
"Expense Claim Tax Invoice Detail","รายละเอียดใบแจ้งหนี้ภาษีการเรียกร้องค่าใช้จ่าย",""
"Expense Head","หัวข้อค่าใช้จ่าย",""
"Expense Head Changed","หัวข้อค่าใช้จ่ายเปลี่ยนแปลง",""
"Expense account is mandatory for item {0}","บัญชีค่าใช้จ่ายเป็นสิ่งจำเป็นสำหรับรายการ {0}",""
"Expense account {0} not present in Purchase Invoice {1}","บัญชีค่าใช้จ่าย {0} ไม่มีในใบแจ้งหนี้ซื้อ {1}",""
"Expenses Included In Valuation","ค่าใช้จ่ายที่รวมอยู่ในการประเมินมูลค่า",""
"Experimental","การทดลอง",""
"Expert","ผู้เชี่ยวชาญ",""
"Expiration time","เวลาหมดอายุ",""
"Expire Notification On","การแจ้งเตือนหมดอายุเมื่อ",""
"Expired","หมดอายุ",""
"Expired Batches","แบทช์ที่หมดอายุ",""
"Expires In","หมดอายุใน",""
"Expires On","หมดอายุเมื่อ",""
"Expiry","วันหมดอายุ",""
"Expiry (In Days)","วันหมดอายุ (เป็นวัน)",""
"Expiry Date","วันหมดอายุ",""
"Expiry Date Mandatory","วันหมดอายุเป็นสิ่งจำเป็น",""
"Expiry Duration (in days)","ระยะเวลาหมดอายุ (เป็นวัน)",""
"Expiry time of QR Code Image Page","เวลาหมดอายุของหน้าภาพ QR Code",""
"Exploded Items","รายการที่ระเบิดออก",""
"Exponential Smoothing Forecasting","การพยากรณ์แบบการทำให้เรียบแบบเอ็กซ์โพเนนเชียล",""
"Export","ส่งออก",""
"Export 1 record","ส่งออก 1 รายการ",""
